Accession,Species,Length,Geo_Location,Host
MT503042,Severe acute respiratory syndrome-related coronavirus,688,Thailand,Homo sapiens
MT503043,Severe acute respiratory syndrome-related coronavirus,689,Thailand,Homo sapiens
MT503044,Severe acute respiratory syndrome-related coronavirus,688,Thailand,Homo sapiens
MT503045,Severe acute respiratory syndrome-related coronavirus,688,Thailand,Homo sapiens
MT503046,Severe acute respiratory syndrome-related coronavirus,683,Thailand,Homo sapiens
MT503047,Severe acute respiratory syndrome-related coronavirus,681,Thailand,Homo sapiens
MT503048,Severe acute respiratory syndrome-related coronavirus,676,Thailand,Homo sapiens
MT503049,Severe acute respiratory syndrome-related coronavirus,688,Thailand,Homo sapiens
MT503050,Severe acute respiratory syndrome-related coronavirus,688,Thailand,Homo sapiens
MT503051,Severe acute respiratory syndrome-related coronavirus,688,Thailand,Homo sapiens
MT503052,Severe acute respiratory syndrome-related coronavirus,688,Thailand,Homo sapiens
MT503053,Severe acute respiratory syndrome-related coronavirus,689,Thailand,Homo sapiens
MT503054,Severe acute respiratory syndrome-related coronavirus,647,Thailand,Homo sapiens
MT503055,Severe acute respiratory syndrome-related coronavirus,658,Thailand,Homo sapiens
MT503056,Severe acute respiratory syndrome-related coronavirus,656,Thailand,Homo sapiens
MT503057,Severe acute respiratory syndrome-related coronavirus,655,Thailand,Homo sapiens
MT503058,Severe acute respiratory syndrome-related coronavirus,688,Thailand,Homo sapiens
MT503059,Severe acute respiratory syndrome-related coronavirus,692,Thailand,Homo sapiens
MT503060,Severe acute respiratory syndrome-related coronavirus,1581,Thailand,Homo sapiens
MT503061,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503062,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503063,Severe acute respiratory syndrome-related coronavirus,1575,Thailand,Homo sapiens
MT503064,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503065,Severe acute respiratory syndrome-related coronavirus,1587,Thailand,Homo sapiens
MT503066,Severe acute respiratory syndrome-related coronavirus,1585,Thailand,Homo sapiens
MT503067,Severe acute respiratory syndrome-related coronavirus,1584,Thailand,Homo sapiens
MT503068,Severe acute respiratory syndrome-related coronavirus,1550,Thailand,Homo sapiens
MT503069,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503070,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503071,Severe acute respiratory syndrome-related coronavirus,1574,Thailand,Homo sapiens
MT503072,Severe acute respiratory syndrome-related coronavirus,1569,Thailand,Homo sapiens
MT503073,Severe acute respiratory syndrome-related coronavirus,1584,Thailand,Homo sapiens
MT503074,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503075,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503076,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503077,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503078,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503079,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503080,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503081,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503082,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503083,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503084,Severe acute respiratory syndrome-related coronavirus,1585,Thailand,Homo sapiens
MT503085,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503086,Severe acute respiratory syndrome-related coronavirus,1571,Thailand,Homo sapiens
MT503087,Severe acute respiratory syndrome-related coronavirus,1578,Thailand,Homo sapiens
MT503088,Severe acute respiratory syndrome-related coronavirus,1571,Thailand,Homo sapiens
MT503089,Severe acute respiratory syndrome-related coronavirus,1587,Thailand,Homo sapiens
MT503090,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503091,Severe acute respiratory syndrome-related coronavirus,1572,Thailand,Homo sapiens
MT503092,Severe acute respiratory syndrome-related coronavirus,1589,Thailand,Homo sapiens
MT503093,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503094,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503095,Severe acute respiratory syndrome-related coronavirus,1582,Thailand,Homo sapiens
MT503096,Severe acute respiratory syndrome-related coronavirus,1570,Thailand,Homo sapiens
MT503097,Severe acute respiratory syndrome-related coronavirus,1539,Thailand,Homo sapiens
MT503098,Severe acute respiratory syndrome-related coronavirus,1587,Thailand,Homo sapiens
MT503099,Severe acute respiratory syndrome-related coronavirus,940,Thailand,Homo sapiens
MT481895,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT481896,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT481897,Severe acute respiratory syndrome-related coronavirus,29800,India: Modasa,Homo sapiens
MT481898,Severe acute respiratory syndrome-related coronavirus,29800,India: Himatnagar,Homo sapiens
MT481899,Severe acute respiratory syndrome-related coronavirus,29800,India: Modasa,Homo sapiens
MT481900,Severe acute respiratory syndrome-related coronavirus,29800,India: Gandhinagar,Homo sapiens
MT481901,Severe acute respiratory syndrome-related coronavirus,29800,India: Dahegam,Homo sapiens
MT481902,Severe acute respiratory syndrome-related coronavirus,29800,India: Dahegam,Homo sapiens
MT481903,Severe acute respiratory syndrome-related coronavirus,29800,India: Dahegam,Homo sapiens
MT481904,Severe acute respiratory syndrome-related coronavirus,29800,India: Gandhinagar,Homo sapiens
MT481905,Severe acute respiratory syndrome-related coronavirus,29800,India: Gandhinagar,Homo sapiens
MT481906,Severe acute respiratory syndrome-related coronavirus,29800,India: Gandhinagar,Homo sapiens
MT481907,Severe acute respiratory syndrome-related coronavirus,29800,India: Gandhinagar,Homo sapiens
MT481908,Severe acute respiratory syndrome-related coronavirus,29800,India: Mansa,Homo sapiens
MT481909,Severe acute respiratory syndrome-related coronavirus,29780,India: Modasa,Homo sapiens
MT496972,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496973,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496974,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496975,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496976,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496977,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496978,Severe acute respiratory syndrome-related coronavirus,29796,India: Ahmedabad,Homo sapiens
MT496979,Severe acute respiratory syndrome-related coronavirus,29796,India: Ahmedabad,Homo sapiens
MT496980,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496981,Severe acute respiratory syndrome-related coronavirus,29816,India: Ahmedabad,Homo sapiens
MT496982,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496983,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496984,Severe acute respiratory syndrome-related coronavirus,29794,India: Ahmedabad,Homo sapiens
MT496985,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496986,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496987,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496988,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496989,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496990,Severe acute respiratory syndrome-related coronavirus,29800,India: Gandhinagar,Homo sapiens
MT496991,Severe acute respiratory syndrome-related coronavirus,29800,India: Gandhinagar,Homo sapiens
MT496992,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT496993,Severe acute respiratory syndrome-related coronavirus,29800,India: Gandhinagar,Homo sapiens
MT496994,Severe acute respiratory syndrome-related coronavirus,29800,India: Gandhinagar,Homo sapiens
MT496995,Severe acute respiratory syndrome-related coronavirus,29800,India: Gandhinagar,Homo sapiens
MT496996,Severe acute respiratory syndrome-related coronavirus,29800,India: Gandhinagar,Homo sapiens
MT496997,Severe acute respiratory syndrome-related coronavirus,29800,India: Gandhinagar,Homo sapiens
MT270101,Severe acute respiratory syndrome-related coronavirus,29782,Germany: Bavaria,Homo sapiens
MT270102,Severe acute respiratory syndrome-related coronavirus,29835,Germany: Bavaria,Homo sapiens
MT270103,Severe acute respiratory syndrome-related coronavirus,29837,Germany: Bavaria,Homo sapiens
MT270104,Severe acute respiratory syndrome-related coronavirus,29844,Germany: Bavaria,Homo sapiens
MT270105,Severe acute respiratory syndrome-related coronavirus,29860,Germany: Bavaria,Homo sapiens
MT270106,Severe acute respiratory syndrome-related coronavirus,29864,Germany: Bavaria,Homo sapiens
MT270107,Severe acute respiratory syndrome-related coronavirus,29782,Germany: Bavaria,Homo sapiens
MT270108,Severe acute respiratory syndrome-related coronavirus,29782,Germany: Bavaria,Homo sapiens
MT270109,Severe acute respiratory syndrome-related coronavirus,29782,Germany: Bavaria,Homo sapiens
MT270110,Severe acute respiratory syndrome-related coronavirus,29782,Germany: Bavaria,Homo sapiens
MT270111,Severe acute respiratory syndrome-related coronavirus,29782,Germany: Bavaria,Homo sapiens
MT270112,Severe acute respiratory syndrome-related coronavirus,29858,Germany: Bavaria,Homo sapiens
MT270113,Severe acute respiratory syndrome-related coronavirus,29787,Germany: Bavaria,Homo sapiens
MT270114,Severe acute respiratory syndrome-related coronavirus,29799,Germany: Bavaria,Homo sapiens
MT483553,Severe acute respiratory syndrome-related coronavirus,29800,India: Modasa,Homo sapiens
MT483554,Severe acute respiratory syndrome-related coronavirus,29800,India: Modasa,Homo sapiens
MT483555,Severe acute respiratory syndrome-related coronavirus,29757,India: Modasa,Homo sapiens
MT483556,Severe acute respiratory syndrome-related coronavirus,29800,India: Modasa,Homo sapiens
MT483557,Severe acute respiratory syndrome-related coronavirus,29757,India: Modasa,Homo sapiens
MT483558,Severe acute respiratory syndrome-related coronavirus,29800,India: Modasa,Homo sapiens
MT483559,Severe acute respiratory syndrome-related coronavirus,29800,India: Prantij,Homo sapiens
MT483560,Severe acute respiratory syndrome-related coronavirus,29800,India: Modasa,Homo sapiens
MT483563,Severe acute respiratory syndrome-related coronavirus,29863,USA: CA,Homo sapiens
MT483564,Severe acute respiratory syndrome-related coronavirus,29859,USA: CA,Homo sapiens
MT483565,Severe acute respiratory syndrome-related coronavirus,29859,USA: CA,Homo sapiens
MT483702,Severe acute respiratory syndrome-related coronavirus,29780,India: Modasa,Homo sapiens
MT477835,Severe acute respiratory syndrome-related coronavirus,29850,USA: AK,Homo sapiens
MT477836,Severe acute respiratory syndrome-related coronavirus,29815,USA: AK,Homo sapiens
MT477837,Severe acute respiratory syndrome-related coronavirus,29857,USA: AK,Homo sapiens
MT477838,Severe acute respiratory syndrome-related coronavirus,29862,USA: AK,Homo sapiens
MT477839,Severe acute respiratory syndrome-related coronavirus,29863,USA: AK,Homo sapiens
MT477840,Severe acute respiratory syndrome-related coronavirus,29877,USA: AK,Homo sapiens
MT477841,Severe acute respiratory syndrome-related coronavirus,29853,USA: AK,Homo sapiens
MT477842,Severe acute respiratory syndrome-related coronavirus,29896,USA: AK,Homo sapiens
MT477843,Severe acute respiratory syndrome-related coronavirus,29857,USA: AK,Homo sapiens
MT477844,Severe acute respiratory syndrome-related coronavirus,29860,USA: AK,Homo sapiens
MT477845,Severe acute respiratory syndrome-related coronavirus,29858,USA: AK,Homo sapiens
MT477846,Severe acute respiratory syndrome-related coronavirus,29861,USA: AK,Homo sapiens
MT477847,Severe acute respiratory syndrome-related coronavirus,29861,USA: AK,Homo sapiens
MT477848,Severe acute respiratory syndrome-related coronavirus,29855,USA: AK,Homo sapiens
MT477849,Severe acute respiratory syndrome-related coronavirus,29857,USA: AK,Homo sapiens
MT477850,Severe acute respiratory syndrome-related coronavirus,29858,USA: AK,Homo sapiens
MT477851,Severe acute respiratory syndrome-related coronavirus,29854,USA: AK,Homo sapiens
MT477852,Severe acute respiratory syndrome-related coronavirus,29863,USA: AK,Homo sapiens
MT477853,Severe acute respiratory syndrome-related coronavirus,29857,USA: AK,Homo sapiens
MT477854,Severe acute respiratory syndrome-related coronavirus,29851,USA: AK,Homo sapiens
MT477855,Severe acute respiratory syndrome-related coronavirus,29857,USA: AK,Homo sapiens
MT477856,Severe acute respiratory syndrome-related coronavirus,29860,USA: AK,Homo sapiens
MT477857,Severe acute respiratory syndrome-related coronavirus,29861,USA: AK,Homo sapiens
MT477858,Severe acute respiratory syndrome-related coronavirus,29854,USA: AK,Homo sapiens
MT477859,Severe acute respiratory syndrome-related coronavirus,29858,USA: AK,Homo sapiens
MT477860,Severe acute respiratory syndrome-related coronavirus,29855,USA: AK,Homo sapiens
MT477861,Severe acute respiratory syndrome-related coronavirus,29860,USA: AK,Homo sapiens
MT477862,Severe acute respiratory syndrome-related coronavirus,29874,USA: AK,Homo sapiens
MT477885,Severe acute respiratory syndrome-related coronavirus,29899,India,Homo sapiens
MT477903,Severe acute respiratory syndrome-related coronavirus,29892,USA: FL,Homo sapiens
MT477904,Severe acute respiratory syndrome-related coronavirus,29892,USA: FL,Homo sapiens
MT481927,Severe acute respiratory syndrome-related coronavirus,29897,USA: CA,Homo sapiens
MT481928,Severe acute respiratory syndrome-related coronavirus,29889,USA: CA,Homo sapiens
MT481929,Severe acute respiratory syndrome-related coronavirus,29859,USA: CA,Homo sapiens
MT481930,Severe acute respiratory syndrome-related coronavirus,29857,USA: CA,Homo sapiens
MT481931,Severe acute respiratory syndrome-related coronavirus,29859,USA: CA,Homo sapiens
MT481932,Severe acute respiratory syndrome-related coronavirus,29841,USA: CA,Homo sapiens
MT481933,Severe acute respiratory syndrome-related coronavirus,29864,USA: CA,Homo sapiens
